country_code,state_code,doctors_office,walk_in_clinic,virtual_care,hospital_or_ER,other,symptom_quarantine,voluntary_quarantine,personally_required_quarantine,general_quarantine,still_in_quarantine,still_symptomatic,fever,cough,difficulty_breathing,fatigue,sore_throat,not_hospitalized,hospitalized,no_care_received,care_received,stayed_in_quarantine,left_quarantine_temporarily,not_quarantined,was_quarantined,not_symptomatic,is_symptomatic,tested_at_dr_office,tested_at_hospital,tested_at_urgent_care,tested_at_ad_hoc,tested_at_other,tested_negative,tested_positive,tested_still_waiting,testing_not_attempted,testing_attempted,testing_attempted_and_denied,not_tested,tested,female,male,age_group_1,age_group_10,age_group_20,age_group_30,age_group_40,age_group_50,age_group_55,age_group_60,age_group_65,age_group_70,age_group_75,age_group_85
NG,AN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NG,FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NL,LI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NL,NB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NL,NH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
NL,UT,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,3,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0
NL,ZH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
NZ,CAN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PH,DAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
PK,IS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PK,SD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0
PT,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PT,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PT,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
RS,00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RU,BEL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
RU,MOW,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,5,0,0,3,2,3,3,2,0,1,0,0,1,0,1,1,3,0,0,3,2,2,3,0,1,1,2,1,0,0,0,0,0,0,0
RU,PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RU,SPE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RU,TVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RU,UD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
RU,YAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SA,01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
SE,AB,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,4,0,0,3,1,3,3,1,0,0,0,0,0,0,0,0,4,0,0,4,0,2,2,0,0,1,0,1,1,0,1,0,0,0,0
SE,C,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SE,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SE,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
SG,01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,4,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,1,2,0,0,0,0,1,0,0,0
SG,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SG,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TH,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TH,83,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0
TR,07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TR,34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,4,2,2,6,8,0,0,0,0,0,0,0,0,0,7,1,0,8,0,1,7,0,0,5,2,1,0,0,0,0,0,0,0
TR,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UA,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
US,AL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
US,AR,2.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,7.0,2.0,2.0,2.0,1.0,2.0,0.0,0,0,8,2,2,5,3,7,7,3,2,0,0,0,0,0,2,0,5,1,0,8,2,6,4,0,0,3,2,1,2,0,0,1,0,0,1
US,AZ,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0,0,6,0,3,1,2,4,4,2,0,0,0,0,0,0,0,0,6,0,0,6,0,4,2,0,0,2,3,0,0,1,0,0,0,0,0
US,CA,0.0,0.0,0.0,0.0,0.0,3.0,26.0,3.0,25.0,37.0,4.0,3.0,8.0,1.0,6.0,8.0,0,0,60,0,5,28,20,39,51,9,0,0,0,1,0,1,0,0,45,1,3,59,1,22,36,0,1,11,20,12,7,5,2,0,2,0,0
US,CO,0.0,0.0,1.0,0.0,0.0,4.0,12.0,1.0,8.0,19.0,5.0,1.0,2.0,2.0,4.0,4.0,0,0,26,1,5,12,7,20,20,7,0,0,1,0,0,1,0,0,19,1,1,26,1,14,12,0,0,3,9,6,0,2,2,3,2,0,0
US,CT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
US,DC,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,3,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0
US,DE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
US,FL,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,20.0,0.0,1.0,1.0,0.0,2.0,0.0,0,0,32,0,3,20,8,24,30,2,0,0,0,0,0,0,0,0,25,0,1,32,0,13,18,0,7,7,5,2,0,4,1,1,3,1,0
US,GA,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,7.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,21,0,2,17,1,20,19,2,0,0,0,0,0,0,0,0,12,0,0,19,0,13,8,0,0,0,1,3,0,0,1,4,11,1,0
US,IA,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,3.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,0,0,15,0,1,6,5,10,13,2,0,0,0,0,0,0,0,0,12,0,1,15,0,10,4,0,0,6,4,1,1,3,0,0,0,0,0
US,IL,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,10,0,1,5,5,6,10,1,0,0,0,0,0,0,0,0,8,0,1,11,0,6,4,0,0,3,4,3,0,0,0,0,1,0,0
US,IN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,0,0,4,2,4,5,1,0,1,0,0,0,1,0,0,5,0,0,5,1,2,4,0,0,2,1,1,0,0,0,2,0,0,0
US,KY,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,7,0,2,3,2,5,6,1,0,0,0,0,0,0,0,0,6,0,0,7,0,3,4,0,0,3,1,1,1,1,0,0,0,0,0
US,LA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
US,MA,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,10.0,20.0,2.0,0.0,1.0,1.0,2.0,2.0,0,0,39,0,3,19,16,22,36,3,0,0,0,0,0,0,0,0,38,0,0,39,0,11,28,0,0,8,15,7,4,3,0,2,0,0,0
US,MD,0.0,1.0,0.0,0.0,0.0,3.0,26.0,1.0,17.0,33.0,0.0,1.0,4.0,0.0,2.0,2.0,0,0,65,1,5,31,29,37,61,5,0,0,0,0,0,0,0,0,54,1,1,66,0,36,30,0,2,18,23,8,4,5,0,4,2,0,0
US,ME,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
US,MI,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,5,0,2,1,1,4,4,1,0,0,0,0,0,0,0,0,5,0,0,5,0,2,2,0,0,0,2,1,0,1,1,0,0,0,0
US,MN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,5,0,0,2,3,2,4,1,0,0,0,0,0,0,0,0,3,0,1,5,0,2,3,0,0,0,2,2,0,1,0,0,0,0,0
US,MO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0
US,MT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
US,NC,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,19,0,0,13,6,13,18,1,1,0,0,0,0,0,1,0,13,0,0,18,1,11,7,0,1,2,5,4,3,1,0,0,3,0,0
US,NH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
US,NJ,0.0,0.0,1.0,0.0,0.0,3.0,14.0,2.0,5.0,14.0,2.0,3.0,5.0,4.0,4.0,2.0,0,0,28,1,1,14,13,16,24,5,0,1,1,0,1,0,3,0,21,0,1,26,3,18,11,0,0,3,8,12,1,1,4,0,0,0,0
US,NV,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
US,NY,2.0,2.0,5.0,3.0,1.0,18.0,75.0,7.0,35.0,91.0,14.0,15.0,18.0,10.0,21.0,18.0,1,2,142,9,21,73,51,100,126,26,2,2,2,3,0,3,5,1,111,2,9,142,9,93,56,0,1,51,41,21,14,9,7,3,2,2,0
US,OH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
US,OK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
US,OR,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,3,1,0,2,1,3,2,1,0,0,0,0,0,0,0,0,3,0,1,4,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0
US,PA,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,0,0,16,0,2,6,8,8,14,2,0,0,0,0,0,0,0,0,11,1,0,16,0,6,10,0,0,4,7,0,0,1,3,1,0,0,0
US,RI,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
US,SC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
US,SD,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
US,TN,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0
US,TX,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,1,10,3,12,16,0,0,0,0,0,0,0,0,0,14,0,0,16,0,9,7,0,0,3,5,1,2,0,2,1,2,0,0
US,UT,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,2,0,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
US,VA,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,10,1,1,5,4,7,10,1,0,1,0,0,0,0,1,0,9,0,0,10,1,6,5,0,0,3,2,3,0,0,1,0,2,0,0
US,WA,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,8,0,3,4,1,7,6,2,0,0,0,0,0,0,0,0,6,0,1,8,0,4,3,0,0,0,3,4,0,0,0,0,1,0,0
US,WI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0,2,3,2,5,6,1,0,0,0,0,0,0,0,0,4,0,0,6,0,6,1,0,0,1,1,0,1,0,0,1,2,1,0
US,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
VE,G,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VN,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
